state_ID,year,population
WI,2007,5611000
WI,2006,5578000
WI,2005,5546000
WI,2004,5514000
WI,2003,5479000
WI,2002,5445000
WI,2001,5407000
WI,2000,5374000
WI,1999,5333000
WI,1998,5298000
WI,1997,5266000
WI,1996,5230000
WI,1995,5185000
WI,1994,5134000
WI,1993,5085000
WI,1992,5025000
WI,1991,4964000
WI,1990,4905000
WI,1989,4857000
WI,1988,4822000
WI,1987,4778000
WI,1986,4756000
WI,1985,4748000
WI,1984,4736000
WI,1983,4721000
WI,1982,4729000
WI,1981,4726000
WI,1980,4712000
WI,1979,4683000
WI,1978,4646000
WI,1977,4627000
WI,1976,4596000
WI,1975,4579000
WI,1974,4546000
WI,1973,4524000
WI,1972,4502000
WI,1971,4462000
WI,1970,4429000
WI,1969,4378000
WI,1968,4345000
WI,1967,4303000
WI,1966,4274000
WI,1965,4232000
WI,1964,4165000
WI,1963,4112000
WI,1962,4049000
WI,1961,4009000
WI,1960,3962000
NE,2018,1926000
NE,2017,1916000
NE,2016,1906000
NE,2015,1891000
NE,2014,1879000
NE,2013,1865000
NE,2012,1853000
NE,2011,1841000
NE,2010,1830000
NE,2009,1813000
NE,2008,1796000
NE,2007,1783000
NE,2006,1773000
NE,2005,1761000
NE,2004,1749000
NE,2003,1739000
NE,2002,1728000
NE,2001,1720000
NE,2000,1714000
NE,1999,1705000
NE,1998,1696000
NE,1997,1686000
NE,1996,1674000
NE,1995,1657000
NE,1994,1639000
NE,1993,1626000
NE,1992,1612000
NE,1991,1596000
NE,1990,1582000
NE,1989,1575000
NE,1988,1571000
NE,1987,1567000
NE,1986,1574000
NE,1985,1585000
NE,1984,1589000
NE,1983,1584000
NE,1982,1582000
NE,1981,1579000
NE,1980,1572000
NE,1979,1567000
NE,1978,1564000
NE,1977,1557000
NE,1976,1551000
NE,1975,1543000
NE,1974,1539000
NE,1973,1530000
NE,1972,1519000
NE,1971,1505000
NE,1970,1488000
NE,1969,1474000
NE,1968,1467000
NE,1967,1457000
NE,1966,1456000
NE,1965,1471000
NE,1964,1482000
NE,1963,1476000
NE,1962,1464000
NE,1961,1446000
NE,1960,1417000
RI,2018,1058000
RI,2017,1056000
RI,2016,1057000
RI,2015,1056000
RI,2014,1056000
RI,2013,1055000
RI,2012,1055000
RI,2011,1054000
RI,2010,1054000
RI,2009,1054000
RI,2008,1055000
RI,2007,1057000
RI,2006,1063000
RI,2005,1068000
RI,2004,1075000
RI,2003,1071000
RI,2002,1066000
RI,2001,1057000
RI,2000,1050000
RI,1999,1040000
RI,1998,1031000
RI,1997,1025000
RI,1996,1021000
RI,1995,1017000
RI,1994,1016000
RI,1993,1015000
RI,1992,1013000
RI,1991,1011000
RI,1990,1006000
RI,1989,1001000
RI,1988,996000
RI,1987,990000
RI,1986,977000
RI,1985,969000
RI,1984,962000
RI,1983,956000
RI,1982,954000
RI,1981,953000
RI,1980,949000
RI,1979,950000
RI,1978,952000
RI,1977,950000
RI,1976,946000
RI,1975,943000
RI,1974,951000
RI,1973,976000
RI,1972,975000
RI,1971,963000
RI,1970,951000
RI,1969,932000
RI,1968,922000
RI,1967,909000
RI,1966,899000
RI,1965,893000
RI,1964,885000
RI,1963,876000
RI,1962,871000
RI,1961,858000
RI,1960,855000
